ScientificName,latitude,longitude
Anthoptilum grandiflorum,40,-71
Duva florida,44,-53
Drifa glomerata,44,-59
Ptilella grandis,44,-64
Protoptilum carpenteri,36,-75
Eguchipsammia cornucopia,24,-82
Alcyonium digitatum,44,-70
Flabellum (Ulocyathus) alabastrum,40,-69
Astrangia poculata,42,-71
Anthomastus,37,-74
Stylatula elegans,38,-74
Virgularia,40,-72
Phacelocyathus flos,23,-82
Ptilella grandis,44,-52
Ptilella grandis,40,-70
Umbellula lindahli,39,-71
Gersemia rubiformis,44,-70
Duva florida,44,-57
Umbellula guentheri,37,-72
Distichoptilum gracile,40,-69
Scleroptilum,40,-68
Umbellula guentheri,39,-69
Pennatula,40,-72
Funiculina armata,39,-71
Anthoptilum grandiflorum,40,-72
Alcyonium digitatum,44,-68
Solenosmilia variabilis,31,-79
Javania cailleti,18,-64
Caryophyllia (Caryophyllia) ambrosia ambrosia,40,-69
Javania cailleti,14,-61
Premocyathus cornuformis,18,-64
Deltocyathus italicus,17,-63
Fungiacyathus (Bathyactis) symmetricus,18,-64
Caryophyllia (Caryophyllia) berteriana,18,-64
Stephanocyathus (Stephanocyathus) diadema,17,-63
Deltocyathus italicus,18,-64
Stephanocyathus (Odontocyathus) coronatus,17,-63
Deltocyathus italicus,12,-59
Stephanocyathus (Stephanocyathus) diadema,12,-59
Astrangia solitaria,23,-82
Madrepora oculata,32,-79
Madracis myriaster,21,-86
Deltocyathus,30,-80
Madrepora oculata,17,-63
Enallopsammia profunda,14,-61
Bathypsammia tintinnabulum,31,-79
Gersemia rubiformis,45,-55
Acanthoprimnoa pectinata,21,-86
Acanthogorgia schrammi,21,-86
Funiculina quadrangularis,17,-63
Eunicella albatrossi,31,-80
Anthoptilum murrayi,33,-77
Anthoptilum murrayi,19,-66
Bebryce cinerea,19,-66
Caliacis nutans,19,-66
Diodogorgia nodulifera,19,-66
Stereotelesto corallina,19,-66
Stereotelesto corallina,18,-66
Nicella obesa,19,-65
Chrysogorgia thyrsiformis,19,-65
Chrysogorgia desbonni,18,-68
Scleracis petrosa,18,-68
Keratoisis,18,-68
Protoptilum thomsoni,19,-66
Protoptilum thomsoni,18,-67
Umbellula lindahli,19,-65
Acanthoprimnoa goesi,18,-68
Stereonephthya portoricensis,19,-66
Riisea paniculata,18,-68
Iciligorgia schrammi,23,-82
Telesto sanguinea,29,-85
Candidella imbricata,14,-61
Primnoella polita,15,-64
Telesto fruticulosa,35,-75
Callogorgia americana,24,-82
Caryophyllia (Caryophyllia) horologium,27,-84
Caryophyllia (Caryophyllia) horologium,28,-85
Flabellum (Ulocyathus) moseleyi,28,-85
Flabellum (Ulocyathus) moseleyi,12,-69
Caryophyllia (Caryophyllia) ambrosia caribbeana,10,-60
Dasmosmilia lymani,39,-73
Stephanocyathus (Stephanocyathus) laevifundus,25,-79
Stephanocyathus (Stephanocyathus) paliferus,24,-79
Stephanocyathus (Stephanocyathus) paliferus,9,-81
Caryophyllia (Caryophyllia) horologium,28,-84
Flabellum (Flabellum) floridanum,28,-84
Fungiacyathus (Bathyactis) symmetricus,24,-80
Fungiacyathus (Bathyactis) symmetricus,14,-61
Fungiacyathus (Bathyactis) symmetricus,13,-61
Fungiacyathus (Bathyactis) symmetricus,18,-63
Fungiacyathus (Bathyactis) symmetricus,16,-61
Fungiacyathus (Bathyactis) symmetricus,26,-80
Madracis myriaster,21,-74
Madracis myriaster,27,-78
Madracis myriaster,18,-69
Madracis myriaster,11,-62
Madracis myriaster,19,-65
Madracis myriaster,20,-69
Madracis myriaster,15,-61
Madracis myriaster,18,-75
Madracis myriaster,12,-62
Madracis myriaster,14,-61
Madracis myriaster,27,-79
Madracis myriaster,26,-79
Madracis myriaster,24,-81
Fungiacyathus (Bathyactis) symmetricus,27,-79
Fungiacyathus (Bathyactis) symmetricus,26,-78
Fungiacyathus (Bathyactis) symmetricus,27,-78
Fungiacyathus (Bathyactis) symmetricus,25,-79
Fungiacyathus (Bathyactis) symmetricus,27,-80
Fungiacyathus (Bathyactis) symmetricus,21,-86
Fungiacyathus (Bathyactis) symmetricus,19,-88
Fungiacyathus (Bathyactis) symmetricus,18,-88
Fungiacyathus (Bathyactis) symmetricus,16,-62
Fungiacyathus (Bathyactis) symmetricus,17,-62
Fungiacyathus (Bathyactis) symmetricus,17,-78
Fungiacyathus (Fungiacyathus) pusillus,24,-82
Fungiacyathus (Fungiacyathus) pusillus,21,-86
Fungiacyathus (Fungiacyathus) pusillus,20,-87
Fungiacyathus (Fungiacyathus) pusillus,13,-61
Fungiacyathus (Bathyactis) crispus,18,-65
Fungiacyathus (Bathyactis) marenzelleri,21,-74
Fungiacyathus (Bathyactis) marenzelleri,23,-75
Fungiacyathus (Bathyactis) marenzelleri,25,-76
Balanophyllia (Eupsammia) caribbeana,11,-62
Balanophyllia (Eupsammia) caribbeana,11,-63
Balanophyllia (Eupsammia) caribbeana,10,-65
Balanophyllia (Eupsammia) caribbeana,11,-61
Balanophyllia (Eupsammia) caribbeana,13,-71
Balanophyllia (Eupsammia) pittieri,10,-80
Balanophyllia (Eupsammia) pittieri,9,-77
Balanophyllia (Eupsammia) pittieri,10,-79
Balanophyllia (Balanophyllia) dineta,11,-64
Balanophyllia (Balanophyllia) dineta,8,-58
Balanophyllia (Balanophyllia) dineta,11,-63
Balanophyllia (Balanophyllia) dineta,11,-65
Balanophyllia (Balanophyllia) dineta,11,-66
Balanophyllia (Balanophyllia) dineta,12,-69
Balanophyllia (Balanophyllia) dineta,13,-72
Balanophyllia (Balanophyllia) dineta,12,-73
Madrepora oculata,24,-82
Madrepora oculata,28,-79
Madrepora oculata,25,-80
Madrepora oculata,27,-80
Madrepora oculata,26,-79
Madrepora oculata,8,-58
Madrepora oculata,9,-77
Madrepora oculata,12,-67
Madrepora oculata,8,-54
Madrepora oculata,18,-75
Madrepora oculata,10,-76
Madrepora oculata,18,-88
Madrepora oculata,8,-55
Madrepora oculata,24,-77
Madrepora carolina,24,-81
Madrepora carolina,27,-79
Madrepora carolina,27,-78
Madrepora carolina,26,-79
Madrepora carolina,25,-77
Caryophyllia (Caryophyllia) antillarum,13,-61
Caryophyllia (Caryophyllia) antillarum,25,-77
Caryophyllia (Caryophyllia) ambrosia caribbeana,24,-82
Caryophyllia (Caryophyllia) ambrosia caribbeana,11,-68
Caryophyllia (Caryophyllia) ambrosia ambrosia,8,-56
Caryophyllia (Caryophyllia) ambrosia caribbeana,17,-79
Caryophyllia (Caryophyllia) ambrosia,0,-44
Caryophyllia (Caryophyllia) ambrosia caribbeana,24,-81
Caryophyllia (Caryophyllia) ambrosia caribbeana,24,-80
Caryophyllia (Caryophyllia) ambrosia caribbeana,26,-80
Caryophyllia (Caryophyllia) ambrosia caribbeana,28,-79
Caryophyllia (Caryophyllia) ambrosia caribbeana,26,-79
Caryophyllia (Caryophyllia) ambrosia caribbeana,24,-83
Caryophyllia (Caryophyllia) ambrosia caribbeana,26,-78
Caryophyllia (Caryophyllia) ambrosia caribbeana,24,-79
Caryophyllia (Caryophyllia) ambrosia caribbeana,12,-67
Caryophyllia (Caryophyllia) ambrosia caribbeana,12,-69
Caryophyllia (Caryophyllia) ambrosia caribbeana,12,-61
Caryophyllia (Caryophyllia) ambrosia caribbeana,13,-61
Caryophyllia (Caryophyllia) ambrosia caribbeana,14,-61
Caryophyllia (Caryophyllia) ambrosia caribbeana,16,-61
Caryophyllia (Caryophyllia) ambrosia caribbeana,17,-62
Caryophyllia (Caryophyllia) ambrosia caribbeana,18,-63
Caryophyllia (Caryophyllia) ambrosia caribbeana,18,-75
Caryophyllia (Caryophyllia) ambrosia caribbeana,17,-78
Caryophyllia (Caryophyllia) ambrosia caribbeana,10,-76
Caryophyllia (Caryophyllia) ambrosia caribbeana,9,-76
Caryophyllia (Caryophyllia) ambrosia caribbeana,9,-78
Caryophyllia (Caryophyllia) ambrosia caribbeana,9,-81
Caryophyllia (Caryophyllia) ambrosia caribbeana,19,-88
Caryophyllia (Caryophyllia) ambrosia caribbeana,18,-88
Caryophyllia (Caryophyllia) ambrosia caribbeana,12,-62
Caryophyllia (Caryophyllia) ambrosia caribbeana,15,-82
Caryophyllia (Caryophyllia) ambrosia caribbeana,25,-77
Caryophyllia (Caryophyllia) ambrosia caribbeana,24,-77
Caryophyllia (Caryophyllia) berteriana,26,-80
Caryophyllia (Caryophyllia) berteriana,25,-79
Caryophyllia (Caryophyllia) polygona,26,-80
Caryophyllia (Caryophyllia) berteriana,27,-80
Caryophyllia (Caryophyllia) polygona,26,-79
Caryophyllia (Caryophyllia) berteriana,21,-86
Caryophyllia (Caryophyllia) berteriana,26,-78
Caryophyllia (Caryophyllia) berteriana,27,-79
Caryophyllia (Caryophyllia) berteriana,21,-74
Caryophyllia (Caryophyllia) berteriana,11,-61
Caryophyllia (Caryophyllia) berteriana,11,-62
Caryophyllia (Caryophyllia) berteriana,14,-61
Caryophyllia (Caryophyllia) berteriana,17,-62
Caryophyllia (Caryophyllia) berteriana,25,-77
Lophelia pertusa,26,-78
Lophelia pertusa,12,-73
Premocyathus cornuformis,24,-81
Premocyathus cornuformis,24,-82
Premocyathus cornuformis,26,-80
Premocyathus cornuformis,26,-79
Premocyathus cornuformis,28,-79
Premocyathus cornuformis,27,-79
Premocyathus cornuformis,24,-79
Premocyathus cornuformis,20,-87
Premocyathus cornuformis,19,-88
Premocyathus cornuformis,13,-61
Premocyathus cornuformis,14,-61
Caryophyllia (Caryophyllia) polygona,24,-81
Oxysmilia rotundifolia,26,-79
Oxysmilia rotundifolia,24,-80
Oxysmilia rotundifolia,11,-62
Oxysmilia rotundifolia,11,-63
Oxysmilia rotundifolia,13,-61
Oxysmilia rotundifolia,18,-69
Tethocyathus cylindraceus,26,-79
Tethocyathus cylindraceus,24,-81
Phacelocyathus flos,24,-80
Phacelocyathus flos,22,-74
Phacelocyathus flos,9,-77
Trochocyathus (Trochocyathus) rawsonii,24,-81
Trochocyathus (Trochocyathus) rawsonii,26,-79
Trochocyathus (Trochocyathus) rawsonii,27,-79
Trochocyathus (Trochocyathus) rawsonii,11,-62
Trochocyathus (Trochocyathus) rawsonii,11,-61
Trochocyathus (Trochocyathus) rawsonii,13,-61
Trochocyathus (Trochocyathus) rawsonii,14,-61
Trochocyathus (Trochocyathus) rawsonii,15,-61
Trochocyathus (Trochocyathus) rawsonii,18,-69
Trochocyathus (Trochocyathus) rawsonii,15,-81
Trochocyathus,25,-78
Trochocyathus (Trochocyathus) rawsonii,0,-44
Tethocyathus recurvatus,28,-79
Tethocyathus recurvatus,27,-78
Tethocyathus recurvatus,20,-87
Tethocyathus recurvatus,26,-79
Paracyathus pulchellus,26,-80
Paracyathus pulchellus,24,-82
Paracyathus pulchellus,24,-80
Paracyathus pulchellus,21,-86
Paracyathus pulchellus,10,-76
Paracyathus pulchellus,10,-78
Paracyathus pulchellus,11,-62
Paracyathus pulchellus,25,-80
Deltocyathus italicus,27,-79
Deltocyathus italicus,24,-79
Deltocyathus italicus,26,-79
Deltocyathus italicus,26,-80
Deltocyathus italicus,25,-78
Deltocyathus italicus,24,-81
Deltocyathus italicus,27,-80
Deltocyathus italicus,25,-79
Deltocyathus italicus,19,-74
Deltocyathus italicus,18,-63
Deltocyathus italicus,14,-61
Deltocyathus italicus,12,-62
Deltocyathus italicus,13,-61
Deltocyathus italicus,18,-79
Deltocyathus italicus,16,-61
Deltocyathus italicus,17,-78
Deltocyathus italicus,17,-79
Deltocyathus italicus,18,-88
Deltocyathus italicus,21,-86
Deltocyathus italicus,12,-67
Deltocyathus italicus,24,-83
Deltocyathus italicus,22,-74
Deltocyathus italicus,24,-77
Deltocyathus italicus,25,-76
Deltocyathus italicus,13,-69
Concentrotheca laevigata,21,-86
Deltocyathus agassizi,28,-79
Deltocyathus calcar,24,-80
Deltocyathus calcar,26,-79
Deltocyathus calcar,26,-78
Deltocyathus calcar,25,-80
Deltocyathus calcar,27,-78
Deltocyathus calcar,27,-79
Deltocyathus calcar,18,-78
Deltocyathus calcar,14,-61
Deltocyathus calcar,15,-61
Deltocyathus calcar,13,-61
Deltocyathus calcar,10,-76
Deltocyathus italicus,12,-73
Deltocyathus calcar,21,-74
Deltocyathus calcar,14,-82
Deltocyathus calcar,16,-62
Deltocyathus calcar,9,-78
Deltocyathus calcar,18,-69
Deltocyathus calcar,11,-66
Deltocyathus calcar,9,-81
Deltocyathus calcar,17,-62
Deltocyathus italicus,25,-77
Deltocyathus calcar,15,-81
Deltocyathus calcar,0,-44
Deltocyathus pourtalesi,26,-79
Deltocyathus pourtalesi,28,-79
Stephanocyathus (Stephanocyathus) diadema,24,-81
Stephanocyathus (Stephanocyathus) diadema,24,-83
Stephanocyathus (Stephanocyathus) diadema,17,-79
Stephanocyathus (Stephanocyathus) diadema,11,-67
Stephanocyathus (Stephanocyathus) diadema,12,-69
Stephanocyathus (Stephanocyathus) diadema,12,-61
Stephanocyathus (Stephanocyathus) diadema,19,-74
Stephanocyathus (Stephanocyathus) diadema,18,-76
Stephanocyathus (Stephanocyathus) diadema,18,-78
Stephanocyathus (Stephanocyathus) diadema,17,-78
Stephanocyathus (Stephanocyathus) diadema,18,-65
Stephanocyathus (Stephanocyathus) diadema,9,-77
Stephanocyathus (Stephanocyathus) diadema,10,-76
Stephanocyathus (Stephanocyathus) diadema,10,-79
Stephanocyathus (Stephanocyathus) diadema,8,-55
Stephanocyathus (Stephanocyathus) diadema,8,-56
Stephanocyathus (Stephanocyathus) diadema,22,-74
Stephanocyathus (Stephanocyathus) diadema,25,-76
Stephanocyathus (Stephanocyathus) diadema,24,-75
Stephanocyathus (Stephanocyathus) laevifundus,25,-80
Stephanocyathus (Stephanocyathus) laevifundus,24,-80
Stephanocyathus (Stephanocyathus) laevifundus,24,-81
Stephanocyathus (Stephanocyathus) laevifundus,26,-79
Stephanocyathus (Stephanocyathus) laevifundus,26,-80
Stephanocyathus (Stephanocyathus) laevifundus,13,-61
Stephanocyathus (Stephanocyathus) laevifundus,18,-75
Deltocyathus eccentricus,24,-79
Deltocyathus eccentricus,27,-78
Deltocyathus eccentricus,26,-79
Deltocyathus eccentricus,24,-82
Deltocyathus eccentricus,28,-79
Deltocyathus eccentricus,24,-80
Deltocyathus eccentricus,24,-81
Deltocyathus eccentricus,24,-83
Deltocyathus eccentricus,27,-80
Deltocyathus eccentricus,26,-80
Deltocyathus eccentricus,26,-78
Deltocyathus eccentricus,18,-63
Deltocyathus eccentricus,14,-61
Deltocyathus eccentricus,18,-88
Deltocyathus eccentricus,17,-78
Deltocyathus eccentricus,19,-88
Deltocyathus eccentricus,12,-62
Deltocyathus eccentricus,9,-78
Deltocyathus eccentricus,9,-76
Deltocyathus eccentricus,17,-62
Deltocyathus eccentricus,13,-61
Deltocyathus eccentricus,21,-86
Deltocyathus eccentricus,11,-68
Deltocyathus eccentricus,25,-78
Deltocyathus eccentricus,24,-77
Deltocyathus eccentricus,0,-44
Stephanocyathus (Stephanocyathus) paliferus,26,-79
Stephanocyathus (Stephanocyathus) paliferus,24,-82
Stephanocyathus (Stephanocyathus) paliferus,11,-68
Stephanocyathus (Stephanocyathus) paliferus,19,-61
Stephanocyathus (Stephanocyathus) paliferus,14,-61
Stephanocyathus (Stephanocyathus) paliferus,18,-63
Stephanocyathus (Stephanocyathus) paliferus,9,-76
Stephanocyathus (Stephanocyathus) paliferus,9,-78
Stephanocyathus (Stephanocyathus) paliferus,18,-88
Stephanocyathus (Stephanocyathus) paliferus,17,-79
Stephanocyathus (Stephanocyathus) paliferus,8,-54
Stephanocyathus (Odontocyathus) coronatus,28,-79
Stephanocyathus (Odontocyathus) coronatus,27,-78
Stephanocyathus (Odontocyathus) coronatus,25,-80
Stephanocyathus (Odontocyathus) coronatus,24,-80
Stephanocyathus (Odontocyathus) coronatus,17,-79
Stephanocyathus (Odontocyathus) coronatus,24,-79
Stephanocyathus (Odontocyathus) coronatus,12,-69
Stephanocyathus (Odontocyathus) coronatus,12,-61
Stephanocyathus (Odontocyathus) coronatus,14,-61
Stephanocyathus (Odontocyathus) coronatus,18,-75
Stephanocyathus (Odontocyathus) coronatus,17,-78
Stephanocyathus (Odontocyathus) coronatus,18,-88
Trematotrochus corbicula,23,-80
Deltocyathoides stimpsonii,24,-82
Desmophyllum dianthus,24,-83
Desmophyllum dianthus,24,-81
Desmophyllum dianthus,24,-82
Desmophyllum dianthus,26,-80
Thalamophyllia riisei,24,-80
Thalamophyllia riisei,9,-77
Thalamophyllia riisei,21,-86
Anomocora fecunda,28,-79
Anomocora fecunda,18,-69
Anomocora fecunda,19,-65
Anomocora fecunda,13,-61
Anomocora fecunda,11,-60
Anomocora fecunda,11,-62
Anomocora fecunda,11,-63
Anomocora fecunda,11,-66
Anomocora fecunda,12,-72
Anomocora fecunda,12,-73
Anomocora fecunda,21,-86
Bathypsammia tintinnabulum,26,-80
Bathypsammia tintinnabulum,26,-79
Bathypsammia tintinnabulum,25,-79
Bathypsammia tintinnabulum,24,-81
Bathypsammia tintinnabulum,27,-79
Coenosmilia arbuscula,27,-79
Coenosmilia arbuscula,26,-79
Coenosmilia arbuscula,21,-73
Coenosmilia arbuscula,14,-82
Coenosmilia arbuscula,17,-62
Dasmosmilia lymani,26,-80
Dasmosmilia lymani,24,-81
Dasmosmilia lymani,11,-64
Dasmosmilia lymani,32,-79
Solenosmilia variabilis,13,-61
Solenosmilia variabilis,17,-78
Solenosmilia variabilis,24,-83
Solenosmilia variabilis,26,-80
Flabellum (Ulocyathus) moseleyi,24,-82
Flabellum (Ulocyathus) moseleyi,21,-86
Flabellum (Ulocyathus) moseleyi,12,-62
Flabellum (Ulocyathus) moseleyi,13,-61
Flabellum (Ulocyathus) moseleyi,10,-76
Flabellum (Ulocyathus) moseleyi,18,-78
Enallopsammia profunda,27,-79
Enallopsammia profunda,28,-80
Enallopsammia profunda,32,-77
Enallopsammia profunda,25,-80
Enallopsammia profunda,25,-81
Javania pseudoalabastra,23,-77
Javania pseudoalabastra,17,-78
Anomocora marchadi,28,-79
Anomocora marchadi,11,-66
Anomocora marchadi,11,-68
Anomocora marchadi,12,-73
Guynia annulata,26,-79
Guynia annulata,18,-69
Guynia annulata,14,-82
Balanophyllia (Balanophyllia) dineta,11,-60
Eguchipsammia cornucopia,27,-79
Eguchipsammia cornucopia,28,-79
Eguchipsammia cornucopia,24,-81
Eguchipsammia cornucopia,24,-80
Eguchipsammia cornucopia,24,-79
Eguchipsammia cornucopia,13,-61
Dendrophyllia alternata,27,-79
Dendrophyllia alternata,28,-80
Enallopsammia rostrata,26,-78
Enallopsammia rostrata,17,-78
Enallopsammia rostrata,18,-75
Enallopsammia rostrata,13,-61
Thecopsammia socialis,26,-79
Thecopsammia socialis,28,-79
Thecopsammia socialis,26,-80
Thecopsammia socialis,24,-81
Bathypsammia fallosocialis,25,-80
Bathypsammia fallosocialis,26,-80
Bathypsammia fallosocialis,26,-79
Bathypsammia fallosocialis,14,-61
Cladopsammia manuelensis,24,-81
Trochopsammia infundibulum,24,-83
Javania cailleti,25,-80
Javania cailleti,27,-79
Javania cailleti,24,-81
Javania cailleti,26,-78
Javania cailleti,27,-78
Javania cailleti,26,-79
Javania cailleti,27,-80
Javania cailleti,11,-62
Javania cailleti,11,-60
Javania cailleti,16,-61
Javania cailleti,17,-62
Javania cailleti,18,-63
Javania cailleti,21,-86
Javania cailleti,17,-88
Javania cailleti,25,-77
Javania cailleti,23,-77
Javania cailleti,17,-79
Anomocora prolifera,28,-79
Anomocora prolifera,6,-52
Anomocora prolifera,10,-76
Anomocora prolifera,11,-66
Anomocora prolifera,11,-63
Anomocora prolifera,12,-67
Anomocora prolifera,10,-65
Anomocora prolifera,11,-65
Anomocora prolifera,13,-71
Anomocora prolifera,12,-69
Anomocora prolifera,11,-68
Anomocora prolifera,12,-73
Anomocora prolifera,11,-60
Anomocora prolifera,11,-61
Labyrinthocyathus langae,28,-79
Concentrotheca laevigata,26,-80
Rhizosmilia gerdae,26,-79
Caryophyllia (Caryophyllia) corrugata,19,-65
Caryophyllia (Caryophyllia) corrugata,24,-75
Caryophyllia (Caryophyllia) crypta,26,-79
Coenocyathus parvulus,21,-74
Coenocyathus parvulus,24,-75
Coenocyathus parvulus,24,-80
Caryophyllia (Caryophyllia) zopyros,14,-61
Caryophyllia (Caryophyllia) zopyros,13,-60
Labyrinthocyathus langae,21,-86
Crispatotrochus squiresi,26,-80
Crispatotrochus squiresi,28,-80
Labyrinthocyathus facetus,32,-79
Trochocyathus (Trochocyathus) fossulus,19,-65
Trochocyathus (Trochocyathus) fossulus,25,-77
Deltocyathus pourtalesi,27,-79
Desmophyllum hourigani,25,-77
Thalamophyllia gombergi,25,-81
Thalamophyllia gombergi,25,-80
Flabellum (Flabellum) atlanticum,28,-79
Flabellum (Flabellum) atlanticum,26,-79
Flabellum (Flabellum) atlanticum,23,-79
Eguchipsammia strigosa,11,-66
Balanophyllia (Balanophyllia) hadros,14,-80
Balanophyllia (Balanophyllia) bayeri,20,-86
Balanophyllia (Balanophyllia) bayeri,21,-86
Cryptotrochus carolinensis,33,-77
Tethocyathus variabilis,13,-61
Deltocyathus moseleyi,13,-61
Fungiacyathus (Bathyactis) marenzelleri,58,-49
Fungiacyathus (Bathyactis) marenzelleri,56,-52
Fungiacyathus (Fungiacyathus) fragilis,40,-71
Flabellum (Flabellum) floridanum,28,-85
Caryophyllia (Caryophyllia) ambrosia caribbeana,28,-86
Caryophyllia (Caryophyllia) ambrosia caribbeana,29,-88
Caryophyllia (Caryophyllia) ambrosia caribbeana,28,-92
Caryophyllia (Caryophyllia) ambrosia caribbeana,24,-84
Caryophyllia (Caryophyllia) ambrosia caribbeana,29,-80
Caryophyllia (Caryophyllia) ambrosia caribbeana,8,-54
Caryophyllia (Caryophyllia) ambrosia caribbeana,8,-55
Caryophyllia (Caryophyllia) ambrosia caribbeana,8,-57
Caryophyllia (Caryophyllia) ambrosia caribbeana,8,-58
Caryophyllia (Caryophyllia) ambrosia caribbeana,12,-73
Caryophyllia (Caryophyllia) ambrosia caribbeana,17,-80
Caryophyllia (Caryophyllia) ambrosia caribbeana,20,-72
Caryophyllia (Caryophyllia) ambrosia caribbeana,25,-79
Caryophyllia (Caryophyllia) ambrosia caribbeana,28,-80
Caryophyllia (Caryophyllia) ambrosia caribbeana,18,-64
Caryophyllia (Caryophyllia) ambrosia caribbeana,20,-70
Caryophyllia (Caryophyllia) ambrosia caribbeana,11,-74
Caryophyllia (Caryophyllia) ambrosia caribbeana,14,-82
Caryophyllia (Caryophyllia) ambrosia caribbeana,17,-81
Caryophyllia (Caryophyllia) ambrosia caribbeana,12,-63
Caryophyllia (Caryophyllia) ambrosia caribbeana,11,-69
Caryophyllia (Caryophyllia) ambrosia caribbeana,23,-79
Caryophyllia (Caryophyllia) ambrosia caribbeana,19,-66
Balanophyllia (Balanophyllia) floridana,29,-86
Balanophyllia (Balanophyllia) floridana,29,-80
Balanophyllia (Balanophyllia) floridana,33,-78
Balanophyllia (Balanophyllia) floridana,28,-80
Balanophyllia (Balanophyllia) floridana,35,-76
Balanophyllia (Balanophyllia) floridana,33,-77
Balanophyllia (Balanophyllia) floridana,32,-79
Balanophyllia (Balanophyllia) floridana,16,-81
Balanophyllia (Balanophyllia) floridana,27,-84
Caryophyllia (Caryophyllia) berteriana,13,-71
Caryophyllia (Caryophyllia) berteriana,12,-70
Caryophyllia (Caryophyllia) berteriana,24,-80
Caryophyllia (Caryophyllia) berteriana,8,-54
Caryophyllia (Caryophyllia) berteriana,14,-80
Caryophyllia (Caryophyllia) berteriana,24,-79
Caryophyllia (Caryophyllia) berteriana,13,-60
Caryophyllia (Caryophyllia) berteriana,21,-71
Caryophyllia (Caryophyllia) berteriana,28,-93
Caryophyllia (Caryophyllia) berteriana,9,-59
